,Product Name,Category,Product Feel,Product Fit,Product Function,Best Suited Activity,sku_orderInAvailabilityMap,Color,Best Suited Weather,sku_size
435,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",19,Gravel Dust Asphalt Grey Multi,,S
436,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",20,Gravel Dust Asphalt Grey Multi,,XL
437,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",1,Black,,XL
438,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",2,Black,,S
439,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",3,Black,,M
440,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",4,Black,,L
441,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",21,Gravel Dust Asphalt Grey Multi,,XXL
442,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",7,White,,XL
443,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",5,White,,M
444,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",6,White,,S
445,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",8,White,,XXL
446,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",9,White,,XS
447,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",10,White,,L
448,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",22,Gravel Dust Asphalt Grey Multi,,L
449,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",23,Gravel Dust Asphalt Grey Multi,,M
450,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",26,Gravel Dust Asphalt Grey Multi,,XXL
451,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",24,Gravel Dust Asphalt Grey Multi,,S
452,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Pocketed, Out of Mind Liner","running, bike",25,Gravel Dust Asphalt Grey Multi,,XL
